source,target,corr,raw_p,n_obs,fdr_q,significant_fdr_0.05,same_sector
MWG,VCB,0.3512782743338904,6.188468746906745e-39,1296,1.0891704994555872e-38,True,0
PLX,VRE,0.35126964559748136,6.216370534152741e-39,1296,1.0904463927018762e-38,True,0
MSN,VRE,0.3503021793219646,1.0284934125065758e-38,1296,1.7981606682234173e-38,True,0
GAS,HPG,0.35025464350255164,1.0542066428355301e-38,1296,1.8370333578124087e-38,True,0
PLX,SSI,0.34953618137628106,1.5303424130669467e-38,1296,2.657963138484697e-38,True,0
HPG,VRE,0.3491979384267147,1.8232487899127043e-38,1296,3.156312659258714e-38,True,0
FPT,VHM,0.3490661346648238,1.9519024158123148e-38,1296,3.3679884821859553e-38,True,0
SAB,VNM,0.34749018105064844,4.399780994026886e-38,1296,7.567050048358944e-38,True,1
PLX,SAB,0.3464794831689826,7.391633761355059e-38,1296,1.2671372162322958e-37,True,0
HPG,PLX,0.34641263535479044,7.649151942999579e-38,1296,1.3070395553086658e-37,True,0
MBB,SSB,0.34630459712732137,8.084308338721881e-38,1296,1.3769402589823075e-37,True,1
TPB,VRE,0.3460143791499469,9.378764799164193e-38,1296,1.5922790398581008e-37,True,0
LPB,PLX,0.34573827792041006,1.0800594672464897e-37,1296,1.8277929445709826e-37,True,0
BCM,CTG,0.3450777273992015,1.513066569894873e-37,1296,2.552393446979211e-37,True,0
GVR,VHM,0.34318300284462233,3.9615971895762775e-37,1296,6.6615392232365435e-37,True,0
BCM,PLX,0.34251297314561135,5.559049938060879e-37,1296,9.318026562844903e-37,True,0
VCB,VHM,0.3423577869832974,6.012099355886396e-37,1296,1.0045533100974736e-36,True,0
MWG,POW,0.34228167856174035,6.247501293732384e-37,1296,1.0405932754229333e-36,True,0
BVH,MSN,0.3419760661818339,7.288509694726654e-37,1296,1.2101676474263124e-36,True,0
MSN,SAB,0.3412738837286686,1.0378646799969468e-36,1296,1.7178449875811536e-36,True,1
LPB,VNM,0.34121254566537595,1.0703625773280792e-36,1296,1.7660982525913305e-36,True,0
BCM,HDB,0.34090705948757255,1.2478838178684786e-36,1296,2.052593943409834e-36,True,0
TPB,VNM,0.340068013494638,1.900343936215878e-36,1296,3.1160919202546074e-36,True,0
VIC,VNM,0.33987524089163235,2.092757371963667e-36,1296,3.414749905565925e-36,True,0
POW,VNM,0.3398727036452003,2.0954147147790905e-36,1296,3.414749905565925e-36,True,0
PDR,SSI,0.33974216568475785,2.236747100674674e-36,1296,3.633853751249932e-36,True,0
GAS,TPB,0.33952869542318387,2.488534187912754e-36,1296,4.0305093595642155e-36,True,0
VJC,VNM,0.3394437167353425,2.5964223766504387e-36,1296,4.192388424683277e-36,True,0
GAS,TCB,0.33939176066660615,2.6646593120051212e-36,1296,4.289451575422878e-36,True,0
BVH,MWG,0.3391702308506651,2.9761505964289952e-36,1296,4.776314634998509e-36,True,0
ACB,VRE,0.3387924570766086,3.592869642333192e-36,1296,5.748591427733108e-36,True,0
FPT,VIC,0.3375657746452162,6.610446016816422e-36,1296,1.0544759809302329e-35,True,0
PLX,VPB,0.33736208413138524,7.312793196611822e-36,1296,1.162998436087663e-35,True,0
SSI,VHM,0.33647419091495945,1.1346280924122028e-35,1296,1.7990499483292584e-35,True,0
PLX,VIC,0.3356702619194022,1.6867274894685007e-35,1296,2.6664434564052946e-35,True,0
BCM,MBB,0.3335839526120457,4.6938026270581345e-35,1296,7.397993394288642e-35,True,0
TPB,VJC,0.33162440423604883,1.2186501204742816e-34,1296,1.9150216178881566e-34,True,0
TCB,VIC,0.3294500162387593,3.4844990587230987e-34,1296,5.4593931839934604e-34,True,0
NVL,VHM,0.32871081269629326,4.970611001459513e-34,1296,7.764741446066931e-34,True,1
VJC,VPB,0.32835385741989914,5.898652220686898e-34,1296,9.187281334875169e-34,True,0
BCM,TPB,0.3277733586649163,7.788277894908303e-34,1296,1.2094737436798777e-33,True,0
BVH,VIC,0.3263770937509447,1.5158628540858272e-33,1296,2.347142483745797e-33,True,0
MBB,VHM,0.32491544557185714,3.0325151751837965e-33,1296,4.681777814318844e-33,True,0
CTG,VHM,0.32437620014732627,3.912789519435599e-33,1296,6.023186199014567e-33,True,0
MWG,PLX,0.32361969234114485,5.589670743606263e-33,1296,8.579494629721241e-33,True,0
BVH,HPG,0.32279312357343015,8.243796009244519e-33,1296,1.2616592153278567e-32,True,0
TCB,VJC,0.32228214112325626,1.0475614265355033e-32,1296,1.598590847429901e-32,True,0
ACB,GAS,0.3221153096739691,1.1326825809084787e-32,1296,1.723505483342008e-32,True,0
STB,VJC,0.32076170252122105,2.1310966554224937e-32,1296,3.233388028916887e-32,True,0
BID,SAB,0.32050126793048206,2.4057747154815875e-32,1296,3.6396820910437766e-32,True,0
GAS,VIC,0.3189093984716844,5.034471138688399e-32,1296,7.594859317792785e-32,True,0
MWG,VRE,0.31791548185432966,7.965402819526348e-32,1296,1.1982144412278952e-31,True,0
VIB,VRE,0.31765315106924447,8.988196091642197e-32,1296,1.3482294137463296e-31,True,0
GAS,VPB,0.31614293689847867,1.7975853683183566e-31,1296,2.6887395877396383e-31,True,0
SSI,VJC,0.31593639508758514,1.9757087553215405e-31,1296,2.946819838445688e-31,True,0
GAS,VRE,0.31464948664766557,3.553554298730027e-31,1296,5.285286393604096e-31,True,0
SHB,VNM,0.31344738843180475,6.1329565327154475e-31,1296,9.096070363128529e-31,True,0
FPT,SAB,0.3131083925583643,7.150055150313825e-31,1296,1.0574871482817085e-30,True,0
HPG,VHM,0.31282590023610213,8.12410007670026e-31,1296,1.198191296228418e-30,True,0
MBB,SAB,0.31167993617080936,1.3619544862158544e-30,1296,2.0030974059107833e-30,True,0
MSN,VHM,0.311568916196398,1.4316884556688974e-30,1296,2.0998097349810495e-30,True,0
LPB,VHM,0.3110688571118123,1.792305312690315e-30,1296,2.6214327011093805e-30,True,0
VCB,VIC,0.310318741671441,2.5084777594393345e-30,1296,3.658774190563449e-30,True,0
GAS,MWG,0.3096008417104169,3.457347364429965e-30,1296,5.0288688937163125e-30,True,0
MSN,VJC,0.3090520411240537,4.4156633032487404e-30,1296,6.405137978338832e-30,True,0
MBB,VJC,0.3077383708019997,7.914436289025752e-30,1296,1.1448828385220815e-29,True,0
SAB,VCB,0.30769203309558757,8.078590553590566e-30,1296,1.1654360142884751e-29,True,0
MSN,PLX,0.30664950150963144,1.2808571874152012e-29,1296,1.8427591143194175e-29,True,0
BVH,SAB,0.30655953139788494,1.332713900384953e-29,1296,1.9121547266392807e-29,True,0
CTG,SSB,0.3057399177533015,1.911959896854056e-29,1296,2.735812535335885e-29,True,1
MWG,VHM,0.30425941956629243,3.6588298852061175e-29,1296,5.221249133483324e-29,True,0
PLX,TPB,0.3038444640874425,4.38582691663419e-29,1296,6.241823751975343e-29,True,0
GVR,SAB,0.30197512889503625,9.886659473454551e-29,1296,1.403267796232259e-28,True,0
POW,SAB,0.3008580699651684,1.602356901502712e-28,1296,2.268215667542713e-28,True,0
PDR,VPB,0.2998570026062667,2.4655435951686593e-28,1296,3.4807674284734014e-28,True,0
NVL,VIC,0.2988191780150093,3.8473393577686633e-28,1296,5.417053815738278e-28,True,1
VCB,VJC,0.29805488767372357,5.332977432190397e-28,1296,7.4888619260546e-28,True,0
ACB,VJC,0.29691479415042255,8.663871959851059e-28,1296,1.2134016962337822e-27,True,0
HDB,VHM,0.2967167072514013,9.423902318498574e-28,1296,1.3163546095680547e-27,True,0
BVH,VJC,0.294305569156512,2.608835981620335e-27,1296,3.6344733464262184e-27,True,0
MBB,VIC,0.2939425515378138,3.0385022655596995e-27,1296,4.221918937409267e-27,True,0
HPG,PDR,0.29332598911357005,3.934579931949917e-27,1296,5.452646204906971e-27,True,0
LPB,SAB,0.29216377656576975,6.393182556839111e-27,1296,8.836650235631022e-27,True,0
BCM,VPB,0.29126332224754925,9.297831334842263e-27,1296,1.2817898028189856e-26,True,0
LPB,VIC,0.29036250089165394,1.3505973625010022e-26,1296,1.8570713734388783e-26,True,0
HDB,VIC,0.28987113332304937,1.6547147115182274e-26,1296,2.269323032939283e-26,True,0
SSB,TCB,0.2891451334559604,2.2321154612283445e-26,1296,3.0532563821983573e-26,True,1
BID,VHM,0.28893183529324745,2.4368930882434707e-26,1296,3.32475336070427e-26,True,0
PLX,VIB,0.2887025705595738,2.677769909152806e-26,1296,3.643975546475983e-26,True,0
CTG,VIC,0.2885282970707167,2.8765085621190016e-26,1296,3.904361235986717e-26,True,0
HPG,VJC,0.28851345385725635,2.894095532934239e-26,1296,3.9181601061263543e-26,True,0
BCM,VCB,0.28772291351132284,4.001950929654408e-26,1296,5.404169030326157e-26,True,0
CTG,VJC,0.28729085957196865,4.775413070852405e-26,1296,6.432189034209362e-26,True,0
SAB,VIB,0.2870443930217157,5.281132138397079e-26,1296,7.095261498915161e-26,True,0
HDB,SAB,0.2870283989348067,5.315723953358782e-26,1296,7.1236097649072e-26,True,0
GVR,VIC,0.286361238243343,6.97704187201163e-26,1296,9.326273692207951e-26,True,0
SAB,TCB,0.28614382007316624,7.622412008448766e-26,1296,1.016321601126502e-25,True,0
LPB,SSB,0.28539607367709297,1.0326952609097013e-25,1296,1.3734586845348168e-25,True,1
GAS,SHB,0.2846457623434888,1.3992726485169986e-25,1296,1.8563215035602395e-25,True,0
PDR,TCB,0.2838234129824374,1.9500123896674591e-25,1296,2.5804675231689682e-25,True,0
MWG,SAB,0.28358008047608124,2.150771641756055e-25,1296,2.839018567117993e-25,True,0
TPB,VHM,0.2830105975095316,2.70412900649912e-25,1296,3.5605489162881183e-25,True,0
BCM,HPG,0.28207840221757363,3.9290957367352445e-25,1296,5.1606033557119635e-25,True,0
BCM,VRE,0.28201855385047925,4.0242890714763432e-25,1296,5.272517691661313e-25,True,1
GVR,PDR,0.2819757691472474,4.0937371358664284e-25,1296,5.350230712221471e-25,True,0
ACB,VHM,0.2814710324105881,5.008223280322225e-25,1296,6.529239239531196e-25,True,0
SAB,STB,0.2809735447527908,6.106786939201379e-25,1296,7.941831290389971e-25,True,0
FPT,VJC,0.28036668314552154,7.773915389791491e-25,1296,1.0085079424594367e-24,True,0
CTG,SAB,0.2796762249175857,1.0223264652970376e-24,1296,1.3230107197961662e-24,True,0
SHB,VRE,0.2792579795409169,1.2063666999419265e-24,1296,1.5573633681401887e-24,True,0
LPB,VJC,0.27913219535042627,1.2678720808434166e-24,1296,1.6327718504520097e-24,True,0
BCM,TCB,0.27883968841631046,1.4231582140959366e-24,1296,1.8282908443860205e-24,True,0
BCM,SAB,0.27881816352414746,1.4353018871516993e-24,1296,1.8394160107186826e-24,True,0
PLX,VJC,0.27800555907956737,1.9770191138960854e-24,1296,2.5275208042061335e-24,True,0
SSI,VIC,0.2730024020523917,1.386753686086299e-23,1296,1.7686133967477436e-23,True,0
SSB,VPB,0.2721285232169384,1.940723079351865e-23,1296,2.4691609298741802e-23,True,1
MWG,PDR,0.2718779188337347,2.1366020661003364e-23,1296,2.711841083896581e-23,True,0
PDR,VHM,0.2710683380537027,2.9129336384260946e-23,1296,3.688318851532321e-23,True,1
SHB,VHM,0.27022999019050586,4.010873671041657e-23,1296,5.0663667423684094e-23,True,0
SSB,STB,0.26884967328119747,6.774577421303235e-23,1296,8.536937657394053e-23,True,1
SHB,VJC,0.2686915704435042,7.19237239646486e-23,1296,9.041839584127252e-23,True,0
HPG,VIC,0.26864310775733474,7.325466662900783e-23,1296,9.187283605728297e-23,True,0
BCM,LPB,0.267878792261111,9.777053665449654e-23,1296,1.2232901268619472e-22,True,0
BID,VIC,0.2667996930717315,1.4673240338769552e-22,1296,1.831553403988256e-22,True,0
SSB,VCB,0.2655035126844668,2.3836833535406004e-22,1296,2.9683604025222573e-22,True,1
BCM,MWG,0.26546103430987905,2.42178010850121e-22,1296,3.0087056406791502e-22,True,0
SAB,VRE,0.2651055946368825,2.76506919308254e-22,1296,3.427128013961458e-22,True,0
SHB,VIC,0.2636360412732745,4.773180472461081e-22,1296,5.902199741122835e-22,True,0
SSB,SSI,0.2634689237431864,5.077814867936015e-22,1296,6.264220210911719e-22,True,0
HPG,SAB,0.26092226479341385,1.296438146743011e-21,1296,1.5956161806067828e-21,True,0
ACB,SAB,0.25877012343678885,2.8398755521171837e-21,1296,3.487103003529937e-21,True,0
ACB,VIC,0.25828858391729,3.381140177634576e-21,1296,4.142092839422404e-21,True,0
BCM,SHB,0.2577985242497398,4.0365020745078465e-21,1296,4.93350253550959e-21,True,0
POW,SSB,0.25748816752548775,4.514900558141562e-21,1296,5.505467655193406e-21,True,0
GAS,VJC,0.25677688262495,5.832869277558099e-21,1296,7.09620962799695e-21,True,0
POW,VHM,0.25251692544283444,2.6600119230819077e-20,1296,3.2287041273270057e-20,True,0
MWG,VJC,0.25195178658070805,3.2462773991193014e-20,1296,3.931271712694934e-20,True,0
POW,VIC,0.2506987739746958,5.039730344604939e-20,1296,6.0891936429094e-20,True,0
SAB,SSI,0.25068984002056516,5.0555158966036833e-20,1296,6.094320532892111e-20,True,0
PLX,SHB,0.2501907970509323,6.019312813877548e-20,1296,7.23962907910557e-20,True,0
BCM,VNM,0.24972300635077904,7.086476709250908e-20,1296,8.50377205110109e-20,True,0
TPB,VIC,0.24862628100981504,1.0376198588603804e-19,1296,1.242320375234197e-19,True,0
BID,VJC,0.2483436359525133,1.1444250545740476e-19,1296,1.3670959927943373e-19,True,0
PDR,VJC,0.24391220181886006,5.232349001718686e-19,1296,6.236298584441233e-19,True,0
SAB,VPB,0.24307554541874327,6.947912038168906e-19,1296,8.262381883227887e-19,True,0
SAB,SHB,0.24087713301054886,1.4562865779700831e-18,1296,1.7279085689173122e-18,True,0
MSN,VIC,0.23922068185156675,2.5309910603103845e-18,1296,2.9963302238652083e-18,True,0
PDR,VRE,0.23531296808450508,9.170492072644603e-18,1296,1.0832259092519798e-17,True,1
NVL,VRE,0.233098754394181,1.882499970262024e-17,1296,2.2186606792373856e-17,True,1
POW,VJC,0.23270239863208958,2.1394719880383488e-17,1296,2.5159046986286152e-17,True,0
SAB,VJC,0.23053819590094327,4.284785935562415e-17,1296,5.027482164393234e-17,True,0
NVL,VJC,0.23048885310106462,4.352815929479069e-17,1296,5.095979624755983e-17,True,0
BID,SSB,0.23028976582800922,4.6382780728748854e-17,1296,5.418165536455618e-17,True,1
ACB,BCM,0.2300084271043108,5.073367556349088e-17,1296,5.913329072300924e-17,True,0
MBB,PDR,0.22848524990913655,8.226606235424186e-17,1296,9.567506811242225e-17,True,0
MSN,PDR,0.22811683876187028,9.242050440143949e-17,1296,1.072484095032089e-16,True,0
MSN,SSB,0.2255337629335408,2.0782690025259613e-16,1296,2.4064167397669027e-16,True,0
VIB,VJC,0.22500711540260696,2.4486368420754985e-16,1296,2.8290596337327423e-16,True,0
PDR,TPB,0.22178256517196748,6.623632416277235e-16,1296,7.6359779820838e-16,True,0
SAB,TPB,0.22088061405170328,8.72530472935083e-16,1296,1.0036951845527752e-15,True,0
MWG,VIC,0.22054419497626349,9.666910393695175e-16,1296,1.109593193015446e-15,True,0
VHM,VIB,0.22041860671885283,1.0043473410150454e-15,1296,1.1503153927460824e-15,True,0
SAB,VHM,0.21914892209084985,1.4760503899074971e-15,1296,1.6869147313228538e-15,True,0
GVR,VJC,0.21732697591075983,2.554139479353999e-15,1296,2.912711976455532e-15,True,0
FPT,SSB,0.2156216832125441,4.248306126554914e-15,1296,4.834279385390075e-15,True,0
VIB,VIC,0.21006813305954838,2.1627188485862457e-14,1296,2.455732370007608e-14,True,0
NVL,VPB,0.20980060359555808,2.3364334923303005e-14,1296,2.647289450537336e-14,True,0
PDR,STB,0.20261429822742072,1.790422812358081e-13,1296,2.0242896036939328e-13,True,0
HPG,SSB,0.20253862121747968,1.8285053244674635e-13,1296,2.0629290840145743e-13,True,0
PDR,VIC,0.20241275701842323,1.893610941252897e-13,1296,2.1318263901525151e-13,True,1
PDR,VNM,0.20193717748781076,2.160796567744164e-13,1296,2.427448059082806e-13,True,0
PDR,VCB,0.2018567671471805,2.2094897945555788e-13,1296,2.4768802792470183e-13,True,0
BCM,VHM,0.2012414696672164,2.619477751486613e-13,1296,2.930263247425703e-13,True,1
NVL,TCB,0.1990374391605966,4.798087479484994e-13,1296,5.35600462826232e-13,True,0
MWG,NVL,0.19819103418756487,6.042340531527719e-13,1296,6.730708440182776e-13,True,0
HDB,PDR,0.19335517483831113,2.2120100214491697e-12,1296,2.458823771210867e-12,True,0
SAB,VIC,0.19276831796568847,2.5834153417412903e-12,1296,2.8656371857970616e-12,True,0
NVL,SSI,0.19134387831286234,3.757698056287106e-12,1296,4.159464515135413e-12,True,0
CTG,PDR,0.19108120472292395,4.0252498333824164e-12,1296,4.4463010711839246e-12,True,0
PDR,VIB,0.19095374836316126,4.161708946383465e-12,1296,4.587437001441481e-12,True,0
ACB,PDR,0.18555035342637569,1.6745385967640287e-11,1296,1.8419924564404316e-11,True,0
BCM,SSB,0.1849938008466398,1.928208235033111e-11,1296,2.116619434714101e-11,True,0
HPG,NVL,0.18300519736659068,3.180449625812104e-11,1296,3.483978013337741e-11,True,0
PDR,SHB,0.17976471392093996,7.103514875527587e-11,1296,7.765333031632641e-11,True,0
BCM,VIC,0.17851834042443865,9.638314699214082e-11,1296,1.0514525126415363e-10,True,1
NVL,PLX,0.17487360566260324,2.323517870298589e-10,1296,2.5295204856034123e-10,True,0
BID,PDR,0.17294534636580375,3.673449038930911e-10,1296,3.990907597850866e-10,True,0
GVR,SSB,0.1631465081132701,3.4791431789116823e-09,1296,3.772048456807737e-09,True,0
LPB,PDR,0.1613296199419993,5.202546041276293e-09,1296,5.628984241380907e-09,True,0
FPT,PDR,0.16080408584391354,5.839758831268752e-09,1296,6.305506468118407e-09,True,0
PDR,PLX,0.1602474191069076,6.5973242373252995e-09,1296,7.108953463893384e-09,True,0
SSB,VRE,0.15924313931763284,8.212426515994567e-09,1296,8.83128554062145e-09,True,0
SSB,VNM,0.15799697198665374,1.0756017287236952e-08,1296,1.1543042942400631e-08,True,0
GVR,NVL,0.15788018309916985,1.1030275380581788e-08,1296,1.1813357811251896e-08,True,0
SSB,VJC,0.15783698696847592,1.113342369901137e-08,1296,1.1899691726878549e-08,True,0
PDR,POW,0.14473674930042701,1.6671499370104197e-07,1296,1.7782932661444476e-07,True,0
BVH,SSB,0.14350914023586553,2.1231306511975733e-07,1296,2.260106822242578e-07,True,0
NVL,STB,0.14151403098250126,3.131557116895535e-07,1296,3.326885629216987e-07,True,0
MSN,NVL,0.1351528616525013,1.04362452951528e-06,1296,1.1064934770764414e-06,True,0
NVL,VNM,0.13129451940780845,2.110078830081805e-06,1296,2.2327086618901666e-06,True,0
LPB,NVL,0.130776081090888,2.3159691907801442e-06,1296,2.4456634654638324e-06,True,0
BCM,VJC,0.12068428569833382,1.32235207665621e-05,1296,1.393616559829299e-05,True,0
SSB,VHM,0.11914989273020736,1.7034754305822342e-05,1296,1.7917032417279274e-05,True,0
SSB,VIC,0.11605337019618082,2.8136379666569847e-05,1296,2.9534808079421234e-05,True,0
BVH,PDR,0.11312121955577106,4.473798258452411e-05,1296,4.686836270759669e-05,True,0
PDR,SAB,0.1111628574977022,6.060659658614086e-05,1296,6.336689702471757e-05,True,0
NVL,VCB,0.11017758350870842,7.047640437264786e-05,1296,7.35405958671108e-05,True,0
FPT,NVL,0.10995664456349205,7.288912381550108e-05,1296,7.590819994987096e-05,True,0
GAS,SSB,0.10854931870839707,9.01872679313876e-05,1296,9.3737947771206e-05,True,0
BID,NVL,0.10795799859772955,9.85543414275762e-05,1296,0.00010223318717831086,True,0
MBB,NVL,0.10382275243787918,0.00018101649286123342,1296,0.00018740531025633579,True,0
MWG,SSB,0.10227792613995362,0.00022591015350029994,1296,0.00023342575547584808,True,0
CTG,NVL,0.09753148574476916,0.00043788481431881495,1296,0.0004515687147662779,True,0
SAB,SSB,0.09375208168564653,0.0007268036631735683,1296,0.0007480552322722107,True,0
ACB,NVL,0.09272867206047339,0.0008311290197869418,1296,0.000853766775189699,True,0
GAS,NVL,0.08871899326004795,0.0013881297353269752,1296,0.00142316990340319,True,0
PLX,SSB,0.08846178706926147,0.0014335836602319366,1296,0.0014669228151210512,True,0
NVL,SAB,0.08626336292384568,0.0018817974363785882,1296,0.0019218356797057923,True,0
BCM,PDR,0.0859605501593494,0.0019527355007657148,1296,0.0019904330973055935,True,1
BVH,NVL,0.08361903747495877,0.002589706078269426,1296,0.002634614276158491,True,0
HDB,NVL,0.0809783638509918,0.0035318925756644822,1296,0.003586229384520859,True,0
GAS,PDR,0.07846125055170744,0.004709836209846359,1296,0.004773116158922989,True,0
NVL,TPB,0.07812222205778732,0.0048931107209195775,1296,0.004949353372884171,True,0
PDR,SSB,0.0761403016017318,0.006099432765105239,1296,0.0061577447418270865,True,0
NVL,SHB,0.0705036419509204,0.01112201135624149,1296,0.011206912206289135,True,0
NVL,POW,0.06608960306367834,0.017334649626575906,1296,0.017433704767299198,True,0
NVL,VIB,0.050889647200788424,0.06703396549833342,1296,0.06728884749642594,False,0
NVL,SSB,0.004094087045898167,0.8829382230685345,1296,0.8829382230685345,False,0
BCM,NVL,-0.04304535098245671,0.12141652161665722,1296,0.12164691349828277,False,1
