source,target,corr_raw,corr_market_adj,same_sector
MBB,VHM,0.32491544557185714,-0.19736382541100153,0
MBB,VIB,0.6663319990280127,0.15993863122408047,1
MBB,VIC,0.2939425515378138,-0.1687448214421794,0
MBB,VJC,0.3077383708019997,-0.1365002640635806,0
MBB,VNM,0.4293638102415615,-0.10540769226604413,0
MBB,VPB,0.5967567177153756,0.004830584367954194,1
MBB,VRE,0.3862140802572851,-0.1571413631628002,0
MSN,MWG,0.47979208468846923,0.11995689407504184,0
MSN,NVL,0.1351528616525013,-0.02728853004083441,0
MSN,PDR,0.22811683876187028,0.0032757834160791286,0
MSN,PLX,0.30664950150963144,-0.10878156637484437,0
MSN,POW,0.4389319350755877,0.008841849745101701,0
MSN,SAB,0.3412738837286686,0.09658342543975032,1
MSN,SHB,0.4484402481788098,0.018939034471924864,0
MSN,SSB,0.2255337629335408,-0.01958748628480443,0
MSN,SSI,0.5041661950819409,0.037167274104678016,0
MSN,STB,0.4642272882092819,-0.0541847093565308,0
MSN,TCB,0.48571489956525893,-0.06843912092783976,0
MSN,TPB,0.47145543129593154,-0.02293251459194507,0
MSN,VCB,0.44524770019586773,0.02274838446348764,0
MSN,VHM,0.311568916196398,-0.036504095550327686,0
MSN,VIB,0.4855453464429629,0.009075541615977215,0
MSN,VIC,0.23922068185156675,-0.09300063798401316,0
MSN,VJC,0.3090520411240537,0.013060553006779564,0
MSN,VNM,0.41714486990459243,0.05921820115694735,1
MSN,VPB,0.4443651889698403,-0.05507771952647056,0
MSN,VRE,0.3503021793219646,-0.02528287038291791,0
MWG,NVL,0.19819103418756487,0.06680724890277455,0
MWG,PDR,0.2718779188337347,0.07814856483829541,0
MWG,PLX,0.32361969234114485,-0.05293597103514611,0
MWG,POW,0.34228167856174035,-0.12446034299724225,0
MWG,SAB,0.28358008047608124,0.02977629627378692,0
MWG,SHB,0.37137399712059205,-0.0825202302876949,0
MWG,SSB,0.10227792613995362,-0.17325506584548928,0
MWG,SSI,0.5086160631407508,0.08460001430908645,0
MWG,STB,0.4203955796353289,-0.09607962179585117,0
MWG,TCB,0.5339964807664928,0.08142901163148947,0
MWG,TPB,0.40497759062974337,-0.10807654092733666,0
MWG,VCB,0.3512782743338904,-0.10369041822380612,0
MWG,VHM,0.30425941956629243,-0.02363281669521529,0
MWG,VIB,0.44925511716258426,-0.020609235087257552,0
MWG,VIC,0.22054419497626349,-0.09701194614752917,0
MWG,VJC,0.25195178658070805,-0.04790684608222859,0
MWG,VNM,0.3824149862264579,0.030632502368912726,0
MWG,VPB,0.43215272220892886,-0.03761642130715053,0
MWG,VRE,0.31791548185432966,-0.05030718728866121,0
NVL,PDR,0.49337938551272503,0.4554139592030507,1
NVL,PLX,0.17487360566260324,0.05172343818635082,0
NVL,POW,0.06608960306367834,-0.12396217068792742,0
NVL,SAB,0.08626336292384568,-0.012542792096343236,0
NVL,SHB,0.0705036419509204,-0.12406052586659598,0
NVL,SSB,0.004094087045898167,-0.08760134640314166,0
NVL,SSI,0.19134387831286234,0.023180958238357967,0
NVL,STB,0.14151403098250126,-0.055888714678357695,0
NVL,TCB,0.1990374391605966,0.01806907594407181,0
NVL,TPB,0.07812222205778732,-0.14509281221166928,0
NVL,VCB,0.11017758350870842,-0.056077368647838056,0
NVL,VHM,0.32871081269629326,0.25098422430916684,1
NVL,VIB,0.050889647200788424,-0.1875320097234467,0
NVL,VIC,0.2988191780150093,0.22318789433851294,1
NVL,VJC,0.23048885310106462,0.1483502028642156,0
NVL,VNM,0.13129451940780845,-0.0019295339725254922,0
NVL,VPB,0.20980060359555808,0.05851629015466264,0
NVL,VRE,0.233098754394181,0.1236888574756416,1
PDR,PLX,0.1602474191069076,-0.043489084426183156,0
PDR,POW,0.14473674930042701,-0.11687428497570698,0
